serve_type,spin_type,spin_intensity,serve_length,placement_zone,toss_height,contact_point,match_id,game_number,server_score,receiver_score,game_state,opponent_id,opponent_skill_level,opponent_style,side,return_type,return_quality,return_placement,rally_length,point_outcome,point_end_type,intended_setup,rally_type_achieved,chop_rally_outcome
pendulum,backspin,2,short,wide_BH,low,hip_level_forehand,7,2,2,1,neutral,4,beginner,blocker,forehand_side,pop_up,1,wide_BH,4,won,chop_rally_won,start_chop_rally,attack_rally,not_applicable
pendulum,sidespin-back,2,short,middle_FH,low,hip_level_forehand,7,2,3,1,neutral,4,beginner,blocker,forehand_side,push,1,deep_BH,14,won,chop_rally_won,start_chop_rally,chop_rally,won
short_backspin,backspin,3,short,elbow,low,hip_level_forehand,7,2,4,1,neutral,4,beginner,blocker,forehand_side,push,1,deep_FH,17,won,winner,direct_point,chop_rally,won
short_backspin,backspin,3,short,middle_BH,low,low_table_level,7,2,5,1,leading,4,beginner,blocker,forehand_side,push,2,short_FH,10,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
short_backspin,backspin,3,short,middle_BH,low,body_center,7,2,5,2,neutral,4,beginner,blocker,forehand_side,pop_up,1,deep_BH,8,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
pendulum,sidespin-back,1,long,wide_FH,high,hip_level_forehand,7,2,6,2,leading,4,beginner,blocker,forehand_side,push,2,deep_BH,8,lost,chop_rally_lost,force_pop_up,mixed,not_applicable
pendulum,backspin,2,short,wide_BH,medium,low_table_level,7,2,6,3,neutral,4,beginner,blocker,forehand_side,net,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
short_backspin,backspin,2,half_long,wide_BH,low,hip_level_forehand,7,2,7,3,leading,4,beginner,blocker,forehand_side,push,1,deep_FH,3,lost,chop_rally_lost,start_chop_rally,mixed,not_applicable
backhand,sidespin-back,1,half_long,middle_FH,low,hip_level_backhand,7,2,7,4,neutral,4,beginner,blocker,forehand_side,push,2,short_FH,16,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
short_backspin,backspin,3,half_long,elbow,medium,low_table_level,7,2,7,5,neutral,4,beginner,blocker,forehand_side,push,1,wide_BH,11,won,forced_error,force_weak_push,chop_rally,won
tomahawk,sidespin-back,3,half_long,middle_BH,high,hip_level_forehand,7,2,8,5,neutral,4,beginner,blocker,forehand_side,flip,1,short_FH,4,won,winner,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,half_long,elbow,low,low_table_level,7,2,9,5,leading,4,beginner,blocker,forehand_side,pop_up,1,wide_BH,7,won,chop_rally_won,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,3,short,elbow,medium,hip_level_forehand,7,2,10,5,game_point,4,beginner,blocker,forehand_side,push,1,wide_BH,4,won,forced_error,start_chop_rally,mixed,not_applicable
pendulum,backspin,1,half_long,middle_BH,low,low_table_level,7,3,0,0,neutral,4,beginner,blocker,forehand_side,push,2,wide_BH,20,lost,forced_error,start_chop_rally,chop_rally,lost
tomahawk,sidespin-back,1,half_long,elbow,medium,high_forehand,7,3,0,1,neutral,4,beginner,blocker,forehand_side,miss,0,not_applicable,1,won,forced_error,direct_point,direct_point,not_applicable
pendulum,sidespin-back,3,long,middle_FH,medium,hip_level_forehand,7,3,1,1,neutral,4,beginner,blocker,forehand_side,miss,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
short_backspin,backspin,2,short,middle_BH,low,hip_level_forehand,7,3,2,1,neutral,4,beginner,blocker,forehand_side,push,1,short_FH,15,won,winner,start_chop_rally,chop_rally,won
short_backspin,backspin,2,short,wide_FH,low,hip_level_forehand,7,3,3,1,neutral,4,beginner,blocker,forehand_side,push,1,wide_FH,4,won,forced_error,start_chop_rally,mixed,not_applicable
short_backspin,backspin,2,half_long,elbow,low,body_center,7,3,4,1,neutral,4,beginner,blocker,forehand_side,miss,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
pendulum,backspin,3,short,wide_FH,medium,low_table_level,7,3,5,1,leading,4,beginner,blocker,forehand_side,push,1,deep_BH,18,won,chop_rally_won,force_pop_up,chop_rally,won
reverse_pendulum,sidespin-back,3,short,middle_FH,medium,extended_forehand,7,3,6,1,leading,4,beginner,blocker,forehand_side,miss,0,not_applicable,1,won,forced_error,direct_point,direct_point,not_applicable
backhand,backspin,2,short,elbow,medium,hip_level_backhand,7,3,7,1,leading,4,beginner,blocker,forehand_side,miss,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
backhand,backspin,3,short,middle_FH,low,hip_level_backhand,7,3,8,1,leading,4,beginner,blocker,forehand_side,push,1,short_FH,6,won,chop_rally_won,force_weak_push,mixed,not_applicable
backhand,sidespin-back,1,short,elbow,low,body_center,7,3,9,1,leading,4,beginner,blocker,forehand_side,push,2,wide_FH,8,won,winner,force_weak_push,chop_rally,won
pendulum,backspin,2,short,elbow,low,hip_level_forehand,7,3,10,1,game_point,4,beginner,blocker,forehand_side,pop_up,1,short_FH,7,won,forced_error,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-top,2,long,middle_BH,high,extended_forehand,7,4,0,0,neutral,4,beginner,blocker,forehand_side,flip,1,short_FH,3,won,forced_error,force_pop_up,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,half_long,wide_BH,low,extended_forehand,7,4,1,0,neutral,4,beginner,blocker,forehand_side,push,1,deep_BH,21,lost,forced_error,direct_point,chop_rally,lost
backhand,sidespin-back,3,half_long,wide_FH,low,body_center,7,4,1,1,neutral,4,beginner,blocker,forehand_side,flip,1,deep_FH,7,won,chop_rally_won,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,3,short,middle_BH,low,low_table_level,7,4,2,1,neutral,4,beginner,blocker,forehand_side,net,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
no_spin_disguised,float/no-spin,2,half_long,wide_FH,medium,low_table_level,7,4,3,1,neutral,4,beginner,blocker,forehand_side,push,1,short_FH,3,won,winner,force_weak_push,mixed,not_applicable
no_spin_disguised,float/no-spin,1,short,middle_BH,low,low_table_level,7,4,4,1,neutral,4,beginner,blocker,forehand_side,banana_flip,2,deep_BH,4,won,forced_error,start_chop_rally,attack_rally,not_applicable
tomahawk,sidespin-top,3,half_long,wide_FH,low,high_forehand,7,4,5,1,leading,4,beginner,blocker,forehand_side,miss,0,not_applicable,1,won,forced_error,direct_point,direct_point,not_applicable
short_backspin,backspin,2,short,elbow,low,body_center,7,4,6,1,leading,4,beginner,blocker,forehand_side,push,1,wide_FH,5,lost,unforced_error,force_weak_push,chop_rally,lost
short_backspin,backspin,2,short,wide_FH,medium,low_table_level,7,4,6,2,leading,4,beginner,blocker,forehand_side,push,1,short_middle,19,won,forced_error,start_chop_rally,chop_rally,won
pendulum,backspin,1,half_long,elbow,medium,extended_forehand,7,4,7,2,leading,4,beginner,blocker,forehand_side,flip,2,wide_BH,2,won,winner,force_weak_push,attack_rally,not_applicable
backhand,backspin,3,long,elbow,low,hip_level_backhand,7,4,8,2,leading,4,beginner,blocker,forehand_side,push,1,short_middle,21,won,forced_error,start_chop_rally,chop_rally,won
backhand,sidespin-back,1,short,middle_FH,low,body_center,7,4,9,2,leading,4,beginner,blocker,forehand_side,push,1,deep_FH,14,won,winner,start_chop_rally,chop_rally,won
reverse_pendulum,sidespin-back,1,long,elbow,low,extended_forehand,7,4,10,2,game_point,4,beginner,blocker,forehand_side,push,2,short_middle,4,lost,forced_error,force_pop_up,mixed,not_applicable
reverse_pendulum,sidespin-back,3,long,middle_FH,high,hip_level_forehand,7,4,10,3,game_point,4,beginner,blocker,forehand_side,loop,1,wide_FH,3,won,winner,force_pop_up,attack_rally,not_applicable
short_backspin,backspin,2,short,elbow,medium,hip_level_forehand,7,5,0,0,neutral,4,beginner,blocker,forehand_side,push,1,wide_FH,21,won,winner,force_weak_push,chop_rally,won
no_spin_disguised,float/no-spin,1,short,elbow,low,low_table_level,7,5,1,0,neutral,4,beginner,blocker,forehand_side,pop_up,1,short_FH,4,won,winner,force_pop_up,attack_rally,not_applicable
short_backspin,backspin,2,short,elbow,low,low_table_level,7,5,2,0,neutral,4,beginner,blocker,forehand_side,push,1,deep_FH,21,won,forced_error,start_chop_rally,chop_rally,won
short_backspin,backspin,3,short,middle_BH,low,low_table_level,7,5,3,0,neutral,4,beginner,blocker,forehand_side,pop_up,1,wide_FH,3,won,winner,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,short,wide_FH,low,hip_level_forehand,7,5,4,0,leading,4,beginner,blocker,forehand_side,push,2,short_FH,4,won,forced_error,force_weak_push,mixed,not_applicable
backhand,backspin,2,short,middle_BH,low,body_center,7,5,5,0,leading,4,beginner,blocker,forehand_side,pop_up,1,wide_BH,2,won,winner,force_weak_push,attack_rally,not_applicable
backhand,sidespin-back,3,half_long,middle_FH,low,low_table_level,7,5,6,0,leading,4,beginner,blocker,forehand_side,push,1,wide_FH,20,won,winner,start_chop_rally,chop_rally,won
backhand,sidespin-back,1,short,middle_BH,medium,hip_level_backhand,7,5,7,0,leading,4,beginner,blocker,forehand_side,pop_up,1,short_middle,2,won,winner,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,2,half_long,middle_BH,low,hip_level_forehand,7,5,8,0,leading,4,beginner,blocker,forehand_side,pop_up,1,deep_BH,4,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
short_backspin,float/no-spin,1,long,wide_BH,medium,body_center,7,5,9,0,leading,4,beginner,blocker,forehand_side,flip,2,short_middle,7,lost,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,sidespin-back,2,short,middle_BH,medium,hip_level_forehand,7,5,9,1,leading,4,beginner,blocker,forehand_side,push,1,wide_BH,8,won,chop_rally_won,force_pop_up,mixed,not_applicable
short_backspin,backspin,3,short,elbow,low,low_table_level,7,5,10,1,game_point,4,beginner,blocker,forehand_side,push,1,short_FH,9,won,chop_rally_won,direct_point,chop_rally,won
no_spin_disguised,float/no-spin,1,half_long,middle_FH,low,low_table_level,8,1,0,0,neutral,7,intermediate,allround,forehand_side,banana_flip,2,wide_BH,4,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,half_long,middle_BH,low,hip_level_forehand,8,1,0,1,neutral,7,intermediate,allround,forehand_side,pop_up,1,wide_BH,4,won,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,half_long,wide_BH,low,low_table_level,8,1,1,1,neutral,7,intermediate,allround,forehand_side,push,2,short_middle,3,lost,chop_rally_lost,force_weak_push,mixed,not_applicable
short_backspin,backspin,2,short,elbow,medium,low_table_level,8,1,1,2,neutral,7,intermediate,allround,forehand_side,miss,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
backhand,backspin,3,short,middle_FH,low,low_table_level,8,1,2,2,neutral,7,intermediate,allround,forehand_side,pop_up,1,short_FH,2,won,forced_error,start_chop_rally,attack_rally,not_applicable
pendulum,sidespin-back,2,long,wide_FH,low,hip_level_forehand,8,1,3,2,neutral,7,intermediate,allround,forehand_side,flip,2,wide_FH,8,won,chop_rally_won,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,3,short,wide_FH,high,low_table_level,8,1,4,2,neutral,7,intermediate,allround,forehand_side,push,2,short_FH,16,lost,forced_error,start_chop_rally,chop_rally,lost
pendulum,sidespin-back,1,short,wide_FH,low,hip_level_forehand,8,1,4,3,neutral,7,intermediate,allround,forehand_side,flip,2,wide_FH,8,lost,forced_error,start_chop_rally,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,half_long,middle_BH,high,body_center,8,1,4,4,neutral,7,intermediate,allround,forehand_side,push,1,deep_FH,2,won,forced_error,force_pop_up,mixed,not_applicable
reverse_pendulum,sidespin-back,2,half_long,elbow,medium,hip_level_forehand,8,1,5,4,neutral,7,intermediate,allround,forehand_side,flip,2,deep_FH,3,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-back,3,half_long,wide_BH,high,body_center,8,1,5,5,neutral,7,intermediate,allround,forehand_side,banana_flip,2,wide_FH,2,lost,unforced_error,direct_point,attack_rally,not_applicable
backhand,backspin,1,short,wide_BH,medium,hip_level_backhand,8,1,5,6,neutral,7,intermediate,allround,forehand_side,net,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
pendulum,backspin,2,short,middle_BH,high,hip_level_forehand,8,1,6,6,neutral,7,intermediate,allround,forehand_side,push,2,short_FH,5,lost,forced_error,force_pop_up,chop_rally,lost
no_spin_disguised,float/no-spin,1,long,wide_BH,medium,low_table_level,8,1,6,7,neutral,7,intermediate,allround,forehand_side,loop,3,deep_BH,4,won,winner,direct_point,attack_rally,not_applicable
pendulum,backspin,3,half_long,wide_BH,low,hip_level_forehand,8,1,7,7,neutral,7,intermediate,allround,forehand_side,push,1,wide_BH,9,won,chop_rally_won,start_chop_rally,chop_rally,won
pendulum,backspin,2,long,elbow,medium,hip_level_forehand,8,1,8,7,neutral,7,intermediate,allround,forehand_side,push,2,short_FH,13,lost,chop_rally_lost,force_weak_push,chop_rally,lost
short_backspin,backspin,3,short,middle_FH,low,hip_level_forehand,8,1,8,8,neutral,7,intermediate,allround,forehand_side,push,1,deep_FH,2,won,winner,direct_point,mixed,not_applicable
short_backspin,backspin,2,short,wide_BH,low,low_table_level,8,1,9,8,neutral,7,intermediate,allround,forehand_side,pop_up,1,deep_BH,5,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,short,middle_BH,low,low_table_level,8,1,10,8,game_point,7,intermediate,allround,forehand_side,net,0,not_applicable,1,won,forced_error,force_pop_up,direct_point,not_applicable
short_backspin,backspin,2,short,wide_BH,low,low_table_level,8,2,0,0,neutral,7,intermediate,allround,forehand_side,push,2,deep_BH,6,lost,chop_rally_lost,direct_point,mixed,not_applicable
short_backspin,backspin,2,short,wide_FH,low,low_table_level,8,2,0,1,neutral,7,intermediate,allround,forehand_side,push,2,short_FH,6,lost,forced_error,force_weak_push,chop_rally,lost
short_backspin,backspin,2,short,wide_FH,low,body_center,8,2,0,2,neutral,7,intermediate,allround,forehand_side,miss,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
pendulum,backspin,3,short,wide_FH,low,hip_level_forehand,8,2,1,2,neutral,7,intermediate,allround,forehand_side,pop_up,1,short_middle,6,won,forced_error,direct_point,attack_rally,not_applicable
pendulum,sidespin-back,3,half_long,wide_FH,medium,hip_level_forehand,8,2,2,2,neutral,7,intermediate,allround,forehand_side,pop_up,1,wide_FH,2,won,winner,start_chop_rally,attack_rally,not_applicable
pendulum,sidespin-back,1,short,middle_FH,low,extended_forehand,8,2,3,2,neutral,7,intermediate,allround,forehand_side,net,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
short_backspin,backspin,3,short,middle_BH,low,body_center,8,2,4,2,neutral,7,intermediate,allround,forehand_side,push,2,wide_FH,17,won,chop_rally_won,force_weak_push,chop_rally,won
tomahawk,sidespin-back,1,long,elbow,medium,high_forehand,8,2,5,2,neutral,7,intermediate,allround,forehand_side,loop,3,wide_BH,5,lost,unforced_error,direct_point,attack_rally,not_applicable
short_backspin,backspin,3,half_long,wide_BH,low,low_table_level,8,2,5,3,neutral,7,intermediate,allround,forehand_side,flip,2,wide_FH,5,won,chop_rally_won,direct_point,attack_rally,not_applicable
